datetime,station_antwerp,station_paris,station_london
2019-05-25 21:00:00,47.0,22.1,44.0
2019-05-25 22:00:00,48.0,43.6,41.0
2019-05-25 23:00:00,49.0,39.5,36.0
2019-05-26 00:00:00,50.0,63.9,36.0
2019-05-26 01:00:00,51.0,70.2,32.0
2019-05-26 02:00:00,52.0,67.0,32.0
2019-05-26 03:00:00,53.0,49.8,26.0
2019-05-26 04:00:00,51.229166666666664,23.4,26.0
2019-05-26 05:00:00,49.458333333333336,22.9,20.0
2019-05-26 06:00:00,47.6875,22.3,20.0
2019-05-26 07:00:00,45.916666666666664,16.8,17.0
2019-05-26 08:00:00,44.14583333333333,15.1,17.0
2019-05-26 09:00:00,42.375,13.4,15.0
2019-05-26 10:00:00,40.604166666666664,11.0,15.0
2019-05-26 11:00:00,38.83333333333333,10.3,16.0
2019-05-26 12:00:00,37.0625,11.3,17.0
2019-05-26 13:00:00,35.291666666666664,13.3,21.0
2019-05-26 14:00:00,33.52083333333333,11.5,24.0
2019-05-26 15:00:00,31.75,12.5,25.0
2019-05-26 16:00:00,29.979166666666664,15.3,26.0
2019-05-26 17:00:00,28.208333333333332,11.7,27.0
2019-05-26 18:00:00,26.437499999999996,17.1,26.0
2019-05-26 19:00:00,24.666666666666664,17.3,28.0
2019-05-26 20:00:00,22.895833333333332,22.8,26.0
2019-05-26 21:00:00,21.124999999999996,17.8,25.0
2019-05-26 22:00:00,19.354166666666664,16.6,27.0
2019-05-26 23:00:00,17.58333333333333,16.1,26.0
2019-05-27 00:00:00,15.8125,15.2,26.0
2019-05-27 01:00:00,14.041666666666664,10.3,26.0
2019-05-27 02:00:00,12.270833333333329,9.5,26.0
2019-05-27 03:00:00,10.5,7.1,24.0
2019-05-27 04:00:00,10.520833333333334,5.9,24.0
2019-05-27 05:00:00,10.541666666666666,4.8,19.0
2019-05-27 06:00:00,10.5625,6.5,19.0
2019-05-27 07:00:00,10.583333333333334,20.3,18.0
2019-05-27 08:00:00,10.604166666666666,29.1,18.0
2019-05-27 09:00:00,10.625,29.5,18.0
2019-05-27 10:00:00,10.645833333333334,34.2,18.0
2019-05-27 11:00:00,10.666666666666666,31.4,16.0
2019-05-27 12:00:00,10.6875,23.3,17.0
2019-05-27 13:00:00,10.708333333333334,19.3,17.0
2019-05-27 14:00:00,10.729166666666666,17.3,20.0
2019-05-27 15:00:00,10.75,17.5,20.0
2019-05-27 16:00:00,10.770833333333334,17.3,22.0
2019-05-27 17:00:00,10.791666666666666,25.6,22.0
2019-05-27 18:00:00,10.8125,23.6,22.0
2019-05-27 19:00:00,10.833333333333334,22.9,22.0
2019-05-27 20:00:00,10.854166666666666,25.6,22.0
2019-05-27 21:00:00,10.875,22.1,23.0
2019-05-27 22:00:00,10.895833333333334,22.3,20.0
2019-05-27 23:00:00,10.916666666666666,18.8,19.0
2019-05-28 00:00:00,10.9375,19.9,19.0
2019-05-28 01:00:00,10.958333333333334,22.6,16.0
2019-05-28 02:00:00,10.979166666666666,15.4,16.0
2019-05-28 03:00:00,11.0,8.2,16.0
